id,attributes/0/trait_type,attributes/0/value,attributes/1/trait_type,attributes/1/value,attributes/2/trait_type,attributes/2/value
9272,Planet,Lusa South,Rarity,3,Inhabitant,Pampan F
9273,Planet,Lusa South,Rarity,17,Inhabitant,Pampan M
9274,Planet,Lusa South,Rarity,23,Inhabitant,Gredican M
9275,Planet,Lusa North,Rarity,17,Inhabitant,Ozaran F
9276,Planet,Lusa North,Rarity,9,Inhabitant,Minasan M
9277,Planet,Lusa South,Rarity,2,Inhabitant,Ozaran M
9278,Planet,Lusa North,Rarity,15,Inhabitant,Ozaran M
9279,Planet,Lusa South,Rarity,15,Inhabitant,Kitan F
9280,Planet,Lusa North,Rarity,1,Inhabitant,Minasan F
9281,Planet,Lusa North,Rarity,19,Inhabitant,Cruthan M
9282,Planet,Lusa North,Rarity,22,Inhabitant,Lusan M
9283,Planet,Lusa North,Rarity,8,Inhabitant,Ozaran F
9284,Planet,Lusa North,Rarity,21,Inhabitant,Sindarin F
9285,Planet,Lusa South,Rarity,16,Inhabitant,Pampan M
9286,Planet,Lusa North,Rarity,20,Inhabitant,Minasan M
9287,Planet,Lusa South,Rarity,19,Inhabitant,Gredican M
9288,Planet,Lusa South,Rarity,22,Inhabitant,Zandoan F
9289,Planet,Lusa North,Rarity,17,Inhabitant,Kitan F
9290,Planet,Lusa South,Rarity,27,Inhabitant,Lusan M
9291,Planet,Lusa South,Rarity,6,Inhabitant,Kitan F
9292,Planet,Lusa North,Rarity,28,Inhabitant,Cristallian M
9293,Planet,Lusa North,Rarity,26,Inhabitant,Lusan F
9294,Planet,Lusa South,Rarity,8,Inhabitant,Ozaran F
9295,Planet,Lusa South,Rarity,10,Inhabitant,Cristallian F
9296,Planet,Lusa South,Rarity,6,Inhabitant,Lusan F
9297,Planet,Lusa South,Rarity,2,Inhabitant,Cruthan M
9298,Planet,Lusa South,Rarity,12,Inhabitant,Ozaran F
9299,Planet,Lusa South,Rarity,23,Inhabitant,Zandoan M
9300,Planet,Lusa North,Rarity,18,Inhabitant,Cruthan F
9301,Planet,Lusa South,Rarity,5,Inhabitant,Ozaran F
9302,Planet,Lusa South,Rarity,26,Inhabitant,Zandoan M
9303,Planet,Lusa North,Rarity,29,Inhabitant,Zandoan F
9304,Planet,Lusa North,Rarity,3,Inhabitant,Zandoan M
9305,Planet,Lusa South,Rarity,1,Inhabitant,Kitan F
9306,Planet,Lusa South,Rarity,1,Inhabitant,Cristallian M
9307,Planet,Lusa North,Rarity,13,Inhabitant,Sindarin M
9308,Planet,Lusa South,Rarity,8,Inhabitant,Zandoan M
9309,Planet,Lusa South,Rarity,30,Inhabitant,Gredican M
9310,Planet,Lusa South,Rarity,13,Inhabitant,Lusan F
9311,Planet,Lusa North,Rarity,1,Inhabitant,Sindarin M
9312,Planet,Lusa North,Rarity,31,Inhabitant,Cristallian M
9313,Planet,Lusa South,Rarity,12,Inhabitant,Cristallian M
9314,Planet,Lusa South,Rarity,22,Inhabitant,Lusan F
9315,Planet,Lusa South,Rarity,16,Inhabitant,Minasan F
9316,Planet,Lusa South,Rarity,18,Inhabitant,Minasan M
9317,Planet,Lusa South,Rarity,20,Inhabitant,Ozaran F
9318,Planet,Lusa South,Rarity,4,Inhabitant,Pampan M
9319,Planet,Lusa North,Rarity,19,Inhabitant,Minasan F
9320,Planet,Lusa North,Rarity,25,Inhabitant,Minasan M
9321,Planet,Lusa South,Rarity,34,Inhabitant,Lusan F
9322,Planet,Lusa South,Rarity,11,Inhabitant,Minasan M
9323,Planet,Lusa North,Rarity,23,Inhabitant,Cristallian F
9324,Planet,Lusa South,Rarity,9,Inhabitant,Zandoan F
9325,Planet,Lusa North,Rarity,32,Inhabitant,Cruthan F
9326,Planet,Lusa North,Rarity,10,Inhabitant,Kitan F
9327,Planet,Lusa South,Rarity,27,Inhabitant,Kitan F
9328,Planet,Lusa South,Rarity,27,Inhabitant,Pampan F
9329,Planet,Lusa North,Rarity,33,Inhabitant,Pampan M
9330,Planet,Lusa North,Rarity,3,Inhabitant,Gredican F
9331,Planet,Lusa South,Rarity,16,Inhabitant,Minasan F
9332,Planet,Lusa South,Rarity,7,Inhabitant,Gredican M
9333,Planet,Lusa South,Rarity,33,Inhabitant,Kitan M
9334,Planet,Lusa South,Rarity,1,Inhabitant,Gredican F
9335,Planet,Lusa South,Rarity,29,Inhabitant,Kitan F
9336,Planet,Lusa North,Rarity,4,Inhabitant,Pampan M
9337,Planet,Lusa North,Rarity,6,Inhabitant,Cristallian F
9338,Planet,Lusa South,Rarity,11,Inhabitant,Pampan M
9339,Planet,Lusa North,Rarity,4,Inhabitant,Zandoan F
9340,Planet,Lusa South,Rarity,15,Inhabitant,Cristallian F
9341,Planet,Lusa North,Rarity,15,Inhabitant,Pampan F
9342,Planet,Lusa North,Rarity,5,Inhabitant,Minasan M
9343,Planet,Lusa South,Rarity,24,Inhabitant,Cristallian F
9344,Planet,Lusa South,Rarity,10,Inhabitant,Zandoan M
9345,Planet,Lusa North,Rarity,1,Inhabitant,Gredican F
9346,Planet,Lusa North,Rarity,1,Inhabitant,Cristallian M
9347,Planet,Lusa South,Rarity,20,Inhabitant,Minasan F
9348,Planet,Lusa North,Rarity,3,Inhabitant,Ozaran F
9349,Planet,Lusa North,Rarity,31,Inhabitant,Cruthan M
9350,Planet,Lusa South,Rarity,19,Inhabitant,Zandoan M
9351,Planet,Lusa South,Rarity,8,Inhabitant,Pampan F
9352,Planet,Lusa South,Rarity,20,Inhabitant,Kitan M
9353,Planet,Lusa South,Rarity,11,Inhabitant,Kitan M
9354,Planet,Lusa North,Rarity,14,Inhabitant,Gredican F
9355,Planet,Lusa North,Rarity,31,Inhabitant,Cruthan M
9356,Planet,Lusa North,Rarity,24,Inhabitant,Minasan M
9357,Planet,Lusa North,Rarity,20,Inhabitant,Pampan F
9358,Planet,Lusa North,Rarity,25,Inhabitant,Zandoan M
9359,Planet,Lusa North,Rarity,13,Inhabitant,Pampan F
9360,Planet,Lusa South,Rarity,23,Inhabitant,Minasan M
9361,Planet,Lusa North,Rarity,11,Inhabitant,Cristallian F
9362,Planet,Lusa South,Rarity,26,Inhabitant,Minasan F
9363,Planet,Lusa South,Rarity,7,Inhabitant,Lusan M
9364,Planet,Lusa South,Rarity,1,Inhabitant,Lusan F
9365,Planet,Lusa South,Rarity,8,Inhabitant,Minasan M
9366,Planet,Lusa South,Rarity,6,Inhabitant,Pampan M
9367,Planet,Lusa South,Rarity,22,Inhabitant,Minasan M
9368,Planet,Lusa North,Rarity,23,Inhabitant,Pampan M
9369,Planet,Lusa North,Rarity,2,Inhabitant,Lusan M
9370,Planet,Lusa South,Rarity,20,Inhabitant,Cruthan F
9371,Planet,Lusa North,Rarity,14,Inhabitant,Zandoan F
9372,Planet,Lusa North,Rarity,4,Inhabitant,Minasan M
9373,Planet,Lusa South,Rarity,21,Inhabitant,Zandoan M
9374,Planet,Lusa South,Rarity,2,Inhabitant,Cristallian M
9375,Planet,Lusa South,Rarity,25,Inhabitant,Lusan F
9376,Planet,Lusa North,Rarity,2,Inhabitant,Cristallian F
9377,Planet,Lusa South,Rarity,32,Inhabitant,Ozaran F
9378,Planet,Lusa South,Rarity,10,Inhabitant,Zandoan F
9379,Planet,Lusa South,Rarity,19,Inhabitant,Minasan F
9380,Planet,Lusa South,Rarity,25,Inhabitant,Zandoan M
9381,Planet,Lusa North,Rarity,15,Inhabitant,Kitan F
9382,Planet,Lusa South,Rarity,7,Inhabitant,Pampan M
9383,Planet,Lusa North,Rarity,7,Inhabitant,Sindarin F
9384,Planet,Lusa North,Rarity,23,Inhabitant,Cruthan M
9385,Planet,Lusa South,Rarity,23,Inhabitant,Zandoan M
9386,Planet,Lusa North,Rarity,34,Inhabitant,Sindarin F
9387,Planet,Lusa South,Rarity,1,Inhabitant,Pampan F
9388,Planet,Lusa South,Rarity,23,Inhabitant,Cristallian F
9389,Planet,Lusa South,Rarity,32,Inhabitant,Gredican F
9390,Planet,Lusa North,Rarity,12,Inhabitant,Pampan F
9391,Planet,Lusa North,Rarity,21,Inhabitant,Sindarin M
9392,Planet,Lusa North,Rarity,25,Inhabitant,Cruthan M
9393,Planet,Lusa South,Rarity,31,Inhabitant,Zandoan F
9394,Planet,Lusa North,Rarity,1,Inhabitant,Kitan F
9395,Planet,Lusa South,Rarity,4,Inhabitant,Zandoan F
9396,Planet,Lusa North,Rarity,34,Inhabitant,Ozaran M
9397,Planet,Lusa South,Rarity,10,Inhabitant,Gredican M
9398,Planet,Lusa North,Rarity,28,Inhabitant,Zandoan F
9399,Planet,Lusa North,Rarity,10,Inhabitant,Sindarin F
9400,Planet,Lusa South,Rarity,24,Inhabitant,Minasan F
9401,Planet,Lusa North,Rarity,22,Inhabitant,Zandoan M
9402,Planet,Lusa North,Rarity,34,Inhabitant,Lusan F
9403,Planet,Lusa North,Rarity,32,Inhabitant,Sindarin F
9404,Planet,Lusa North,Rarity,6,Inhabitant,Ozaran F
9405,Planet,Lusa South,Rarity,6,Inhabitant,Pampan F
9406,Planet,Lusa North,Rarity,2,Inhabitant,Cruthan F
9407,Planet,Lusa South,Rarity,2,Inhabitant,Zandoan F
9408,Planet,Lusa South,Rarity,28,Inhabitant,Cruthan F
9409,Planet,Lusa South,Rarity,5,Inhabitant,Zandoan F
9410,Planet,Lusa South,Rarity,4,Inhabitant,Pampan F
9411,Planet,Lusa South,Rarity,4,Inhabitant,Zandoan M
9412,Planet,Lusa North,Rarity,3,Inhabitant,Zandoan F
9413,Planet,Lusa South,Rarity,10,Inhabitant,Sindarin M
9414,Planet,Lusa South,Rarity,3,Inhabitant,Gredican M
9415,Planet,Lusa South,Rarity,14,Inhabitant,Cristallian M
9416,Planet,Lusa North,Rarity,7,Inhabitant,Cruthan M
9417,Planet,Lusa South,Rarity,4,Inhabitant,Sindarin F
9418,Planet,Lusa South,Rarity,11,Inhabitant,Minasan F
9419,Planet,Lusa North,Rarity,5,Inhabitant,Cruthan M
9420,Planet,Lusa South,Rarity,7,Inhabitant,Kitan F
9421,Planet,Lusa South,Rarity,12,Inhabitant,Gredican F
9422,Planet,Lusa South,Rarity,23,Inhabitant,Cruthan M
9423,Planet,Lusa North,Rarity,14,Inhabitant,Minasan M
9424,Planet,Lusa North,Rarity,12,Inhabitant,Zandoan F
9425,Planet,Lusa North,Rarity,8,Inhabitant,Zandoan M
9426,Planet,Lusa North,Rarity,4,Inhabitant,Minasan M
9427,Planet,Lusa North,Rarity,24,Inhabitant,Gredican M
9428,Planet,Lusa South,Rarity,12,Inhabitant,Gredican F
9429,Planet,Lusa South,Rarity,23,Inhabitant,Cristallian F
9430,Planet,Lusa South,Rarity,11,Inhabitant,Gredican F
9431,Planet,Lusa North,Rarity,13,Inhabitant,Pampan M
9432,Planet,Lusa North,Rarity,13,Inhabitant,Cruthan F
9433,Planet,Lusa North,Rarity,12,Inhabitant,Kitan F
9434,Planet,Lusa South,Rarity,26,Inhabitant,Lusan M
9435,Planet,Lusa South,Rarity,10,Inhabitant,Kitan M
9436,Planet,Lusa North,Rarity,2,Inhabitant,Cristallian M
9437,Planet,Lusa North,Rarity,13,Inhabitant,Sindarin M
9438,Planet,Lusa North,Rarity,5,Inhabitant,Kitan F
9439,Planet,Lusa North,Rarity,34,Inhabitant,Kitan M
9440,Planet,Lusa South,Rarity,2,Inhabitant,Gredican F
9441,Planet,Lusa North,Rarity,6,Inhabitant,Ozaran M
9442,Planet,Lusa North,Rarity,19,Inhabitant,Zandoan M
9443,Planet,Lusa South,Rarity,16,Inhabitant,Minasan M
9444,Planet,Lusa North,Rarity,11,Inhabitant,Zandoan F
9445,Planet,Lusa South,Rarity,6,Inhabitant,Lusan M
9446,Planet,Lusa South,Rarity,3,Inhabitant,Lusan M
9447,Planet,Lusa North,Rarity,28,Inhabitant,Minasan F
9448,Planet,Lusa North,Rarity,33,Inhabitant,Cruthan M
9449,Planet,Lusa North,Rarity,25,Inhabitant,Sindarin M
9450,Planet,Lusa North,Rarity,3,Inhabitant,Sindarin F
9451,Planet,Lusa North,Rarity,16,Inhabitant,Pampan F
9452,Planet,Lusa South,Rarity,8,Inhabitant,Sindarin F
9453,Planet,Lusa North,Rarity,13,Inhabitant,Zandoan F
9454,Planet,Lusa South,Rarity,10,Inhabitant,Pampan F
9455,Planet,Lusa South,Rarity,12,Inhabitant,Zandoan F
9456,Planet,Lusa North,Rarity,20,Inhabitant,Gredican M
9457,Planet,Lusa South,Rarity,20,Inhabitant,Kitan M
9458,Planet,Lusa South,Rarity,28,Inhabitant,Cristallian M
9459,Planet,Lusa South,Rarity,16,Inhabitant,Cristallian F
9460,Planet,Lusa South,Rarity,13,Inhabitant,Pampan M
9461,Planet,Lusa North,Rarity,7,Inhabitant,Cristallian F
9462,Planet,Lusa North,Rarity,8,Inhabitant,Cruthan M
9463,Planet,Lusa South,Rarity,5,Inhabitant,Kitan F
9464,Planet,Lusa North,Rarity,15,Inhabitant,Pampan M
9465,Planet,Lusa South,Rarity,7,Inhabitant,Sindarin F
9466,Planet,Lusa North,Rarity,17,Inhabitant,Minasan F
9467,Planet,Lusa North,Rarity,5,Inhabitant,Ozaran M
9468,Planet,Lusa North,Rarity,1,Inhabitant,Cruthan F
9469,Planet,Lusa South,Rarity,19,Inhabitant,Cristallian M
9470,Planet,Lusa North,Rarity,4,Inhabitant,Sindarin M
9471,Planet,Lusa South,Rarity,7,Inhabitant,Cruthan F
9472,Planet,Lusa North,Rarity,13,Inhabitant,Kitan M
9473,Planet,Lusa North,Rarity,8,Inhabitant,Pampan M
9474,Planet,Lusa North,Rarity,12,Inhabitant,Zandoan M
9475,Planet,Lusa South,Rarity,13,Inhabitant,Minasan M
9476,Planet,Lusa North,Rarity,13,Inhabitant,Cristallian F
9477,Planet,Lusa North,Rarity,3,Inhabitant,Pampan F
9478,Planet,Lusa South,Rarity,24,Inhabitant,Cruthan M
9479,Planet,Lusa South,Rarity,10,Inhabitant,Minasan M
9480,Planet,Lusa South,Rarity,20,Inhabitant,Kitan F
9481,Planet,Lusa North,Rarity,25,Inhabitant,Sindarin F
9482,Planet,Lusa South,Rarity,10,Inhabitant,Kitan F
9483,Planet,Lusa North,Rarity,13,Inhabitant,Cristallian F
9484,Planet,Lusa North,Rarity,7,Inhabitant,Cristallian F
9485,Planet,Lusa South,Rarity,14,Inhabitant,Zandoan M
9486,Planet,Lusa North,Rarity,13,Inhabitant,Lusan M
9487,Planet,Lusa South,Rarity,10,Inhabitant,Pampan F
9488,Planet,Lusa South,Rarity,27,Inhabitant,Minasan F
9489,Planet,Lusa South,Rarity,9,Inhabitant,Minasan F
9490,Planet,Lusa South,Rarity,11,Inhabitant,Zandoan M
9491,Planet,Lusa South,Rarity,19,Inhabitant,Cristallian F
9492,Planet,Lusa North,Rarity,3,Inhabitant,Ozaran M
9493,Planet,Lusa North,Rarity,14,Inhabitant,Pampan F
9494,Planet,Lusa North,Rarity,3,Inhabitant,Lusan F
9495,Planet,Lusa North,Rarity,25,Inhabitant,Kitan M
9496,Planet,Lusa North,Rarity,16,Inhabitant,Kitan M
9497,Planet,Lusa South,Rarity,2,Inhabitant,Cristallian F
9498,Planet,Lusa South,Rarity,6,Inhabitant,Gredican M
9499,Planet,Lusa South,Rarity,13,Inhabitant,Pampan F
9500,Planet,Lusa South,Rarity,4,Inhabitant,Gredican M
9501,Planet,Lusa South,Rarity,29,Inhabitant,Cristallian F
9502,Planet,Lusa South,Rarity,24,Inhabitant,Cristallian M
9503,Planet,Lusa North,Rarity,14,Inhabitant,Cristallian F
9504,Planet,Lusa South,Rarity,7,Inhabitant,Ozaran M
9505,Planet,Lusa South,Rarity,4,Inhabitant,Cruthan F
9506,Planet,Lusa South,Rarity,1,Inhabitant,Ozaran F
9507,Planet,Lusa South,Rarity,2,Inhabitant,Gredican F
9508,Planet,Lusa North,Rarity,2,Inhabitant,Sindarin F
9509,Planet,Lusa North,Rarity,8,Inhabitant,Lusan M
9510,Planet,Lusa South,Rarity,5,Inhabitant,Kitan F
9511,Planet,Lusa South,Rarity,26,Inhabitant,Sindarin M
9512,Planet,Lusa North,Rarity,3,Inhabitant,Sindarin M
9513,Planet,Lusa South,Rarity,31,Inhabitant,Lusan M
9514,Planet,Lusa North,Rarity,14,Inhabitant,Kitan M
9515,Planet,Lusa South,Rarity,24,Inhabitant,Zandoan M
9516,Planet,Lusa South,Rarity,1,Inhabitant,Minasan F
9517,Planet,Lusa North,Rarity,4,Inhabitant,Cristallian F
9518,Planet,Lusa North,Rarity,37,Inhabitant,Cruthan F
9519,Planet,Lusa North,Rarity,20,Inhabitant,Ozaran F
9520,Planet,Lusa North,Rarity,19,Inhabitant,Sindarin M
9521,Planet,Lusa North,Rarity,5,Inhabitant,Cristallian F
9522,Planet,Lusa North,Rarity,3,Inhabitant,Pampan M
9523,Planet,Lusa South,Rarity,8,Inhabitant,Lusan M
9524,Planet,Lusa South,Rarity,18,Inhabitant,Gredican M
9525,Planet,Lusa South,Rarity,9,Inhabitant,Pampan M
9526,Planet,Lusa North,Rarity,14,Inhabitant,Kitan F
9527,Planet,Lusa South,Rarity,24,Inhabitant,Pampan F
9528,Planet,Lusa North,Rarity,10,Inhabitant,Cristallian F
9529,Planet,Lusa South,Rarity,12,Inhabitant,Ozaran M
9530,Planet,Lusa North,Rarity,10,Inhabitant,Cruthan M
9531,Planet,Lusa North,Rarity,10,Inhabitant,Cristallian F
9532,Planet,Lusa South,Rarity,5,Inhabitant,Kitan F
9533,Planet,Lusa North,Rarity,23,Inhabitant,Cristallian M
9534,Planet,Lusa North,Rarity,16,Inhabitant,Zandoan M
9535,Planet,Lusa North,Rarity,9,Inhabitant,Minasan M
9536,Planet,Lusa North,Rarity,7,Inhabitant,Zandoan F
9537,Planet,Lusa South,Rarity,16,Inhabitant,Sindarin F
9538,Planet,Lusa South,Rarity,12,Inhabitant,Sindarin F
9539,Planet,Lusa North,Rarity,20,Inhabitant,Pampan F
9540,Planet,Lusa South,Rarity,2,Inhabitant,Cruthan F
9541,Planet,Lusa South,Rarity,3,Inhabitant,Ozaran F
9542,Planet,Lusa South,Rarity,32,Inhabitant,Pampan M
9543,Planet,Lusa North,Rarity,3,Inhabitant,Cristallian F
9544,Planet,Lusa North,Rarity,13,Inhabitant,Cruthan M
9545,Planet,Lusa North,Rarity,5,Inhabitant,Zandoan M
9546,Planet,Lusa South,Rarity,6,Inhabitant,Lusan M
9547,Planet,Lusa North,Rarity,3,Inhabitant,Minasan F
9548,Planet,Lusa South,Rarity,19,Inhabitant,Cristallian M
9549,Planet,Lusa South,Rarity,1,Inhabitant,Cristallian M
9550,Planet,Lusa South,Rarity,8,Inhabitant,Kitan F
9551,Planet,Lusa South,Rarity,10,Inhabitant,Cruthan M
9552,Planet,Lusa South,Rarity,25,Inhabitant,Zandoan F
9553,Planet,Lusa South,Rarity,8,Inhabitant,Gredican F
9554,Planet,Lusa South,Rarity,10,Inhabitant,Sindarin M
9555,Planet,Lusa North,Rarity,6,Inhabitant,Cruthan M
9556,Planet,Lusa North,Rarity,23,Inhabitant,Gredican F
9557,Planet,Lusa South,Rarity,10,Inhabitant,Sindarin F
9558,Planet,Lusa North,Rarity,8,Inhabitant,Gredican M
9559,Planet,Lusa South,Rarity,8,Inhabitant,Minasan M
9560,Planet,Lusa South,Rarity,2,Inhabitant,Sindarin F
9561,Planet,Lusa South,Rarity,18,Inhabitant,Kitan F
9562,Planet,Lusa South,Rarity,10,Inhabitant,Sindarin M
9563,Planet,Lusa North,Rarity,23,Inhabitant,Kitan M
9564,Planet,Lusa South,Rarity,16,Inhabitant,Kitan F
9565,Planet,Lusa North,Rarity,5,Inhabitant,Cristallian M
9566,Planet,Lusa North,Rarity,14,Inhabitant,Ozaran F
9567,Planet,Lusa North,Rarity,8,Inhabitant,Sindarin F
9568,Planet,Lusa South,Rarity,16,Inhabitant,Cruthan F
9569,Planet,Lusa South,Rarity,24,Inhabitant,Ozaran M
9570,Planet,Lusa South,Rarity,7,Inhabitant,Pampan M
9571,Planet,Lusa North,Rarity,17,Inhabitant,Sindarin F
9572,Planet,Lusa South,Rarity,22,Inhabitant,Lusan F
9573,Planet,Lusa North,Rarity,4,Inhabitant,Zandoan M
9574,Planet,Lusa North,Rarity,28,Inhabitant,Gredican F
9575,Planet,Lusa South,Rarity,13,Inhabitant,Lusan M
9576,Planet,Lusa South,Rarity,10,Inhabitant,Ozaran M
9577,Planet,Lusa North,Rarity,31,Inhabitant,Sindarin M
9578,Planet,Lusa South,Rarity,16,Inhabitant,Lusan F
9579,Planet,Lusa South,Rarity,8,Inhabitant,Kitan M
9580,Planet,Lusa North,Rarity,14,Inhabitant,Gredican F
9581,Planet,Lusa North,Rarity,2,Inhabitant,Cruthan F
9582,Planet,Lusa North,Rarity,3,Inhabitant,Minasan M
9583,Planet,Lusa South,Rarity,24,Inhabitant,Ozaran F
9584,Planet,Lusa North,Rarity,3,Inhabitant,Cruthan F
9585,Planet,Lusa North,Rarity,6,Inhabitant,Pampan F
9586,Planet,Lusa North,Rarity,5,Inhabitant,Kitan F
9587,Planet,Lusa North,Rarity,5,Inhabitant,Pampan F
9588,Planet,Lusa North,Rarity,10,Inhabitant,Pampan M
9589,Planet,Lusa North,Rarity,18,Inhabitant,Pampan F
9590,Planet,Lusa North,Rarity,4,Inhabitant,Cristallian F
9591,Planet,Lusa South,Rarity,13,Inhabitant,Cruthan F
9592,Planet,Lusa South,Rarity,33,Inhabitant,Zandoan F
9593,Planet,Lusa North,Rarity,16,Inhabitant,Gredican M
9594,Planet,Lusa North,Rarity,15,Inhabitant,Cruthan F
9595,Planet,Lusa South,Rarity,20,Inhabitant,Zandoan M
9596,Planet,Lusa South,Rarity,4,Inhabitant,Kitan M
9597,Planet,Lusa North,Rarity,29,Inhabitant,Cruthan M
9598,Planet,Lusa South,Rarity,16,Inhabitant,Ozaran F
9599,Planet,Lusa North,Rarity,18,Inhabitant,Gredican M
9600,Planet,Lusa South,Rarity,11,Inhabitant,Gredican F
9601,Planet,Lusa North,Rarity,4,Inhabitant,Gredican F
9602,Planet,Lusa North,Rarity,19,Inhabitant,Cristallian F
9603,Planet,Lusa South,Rarity,30,Inhabitant,Cruthan F
9604,Planet,Lusa South,Rarity,34,Inhabitant,Kitan F
9605,Planet,Lusa South,Rarity,6,Inhabitant,Cruthan M
9606,Planet,Lusa North,Rarity,6,Inhabitant,Kitan M
9607,Planet,Lusa South,Rarity,16,Inhabitant,Pampan M
9608,Planet,Lusa South,Rarity,23,Inhabitant,Zandoan M
9609,Planet,Lusa North,Rarity,5,Inhabitant,Minasan M
9610,Planet,Lusa North,Rarity,18,Inhabitant,Sindarin F
9611,Planet,Lusa South,Rarity,2,Inhabitant,Cruthan M
9612,Planet,Lusa South,Rarity,1,Inhabitant,Zandoan F
9613,Planet,Lusa North,Rarity,14,Inhabitant,Minasan M
9614,Planet,Lusa South,Rarity,12,Inhabitant,Cruthan F
9615,Planet,Lusa North,Rarity,12,Inhabitant,Minasan F
9616,Planet,Lusa North,Rarity,27,Inhabitant,Cristallian M
9617,Planet,Lusa South,Rarity,20,Inhabitant,Pampan F
9618,Planet,Lusa South,Rarity,14,Inhabitant,Ozaran F
9619,Planet,Lusa South,Rarity,27,Inhabitant,Cruthan F
9620,Planet,Lusa South,Rarity,28,Inhabitant,Sindarin M
9621,Planet,Lusa North,Rarity,26,Inhabitant,Sindarin F
9622,Planet,Lusa South,Rarity,2,Inhabitant,Cristallian F
9623,Planet,Lusa South,Rarity,10,Inhabitant,Zandoan F
9624,Planet,Lusa North,Rarity,10,Inhabitant,Ozaran F
9625,Planet,Lusa South,Rarity,4,Inhabitant,Zandoan F
9626,Planet,Lusa South,Rarity,12,Inhabitant,Cruthan M
9627,Planet,Lusa North,Rarity,27,Inhabitant,Cruthan F
9628,Planet,Lusa South,Rarity,14,Inhabitant,Lusan F
9629,Planet,Lusa South,Rarity,3,Inhabitant,Lusan M
9630,Planet,Lusa South,Rarity,16,Inhabitant,Ozaran M
9631,Planet,Lusa South,Rarity,1,Inhabitant,Cruthan F
9632,Planet,Lusa South,Rarity,7,Inhabitant,Kitan M
9633,Planet,Lusa South,Rarity,13,Inhabitant,Zandoan M
9634,Planet,Lusa North,Rarity,2,Inhabitant,Gredican F
9635,Planet,Lusa South,Rarity,32,Inhabitant,Pampan M
9636,Planet,Lusa South,Rarity,24,Inhabitant,Kitan F
9637,Planet,Lusa South,Rarity,2,Inhabitant,Kitan F
9638,Planet,Lusa North,Rarity,31,Inhabitant,Minasan F
9639,Planet,Lusa South,Rarity,9,Inhabitant,Sindarin M
9640,Planet,Lusa North,Rarity,4,Inhabitant,Zandoan F
9641,Planet,Lusa South,Rarity,22,Inhabitant,Minasan M
9642,Planet,Lusa North,Rarity,6,Inhabitant,Minasan F
9643,Planet,Lusa South,Rarity,2,Inhabitant,Kitan M
9644,Planet,Lusa North,Rarity,19,Inhabitant,Lusan F
9645,Planet,Lusa South,Rarity,27,Inhabitant,Sindarin M
9646,Planet,Lusa South,Rarity,7,Inhabitant,Gredican F
9647,Planet,Lusa North,Rarity,30,Inhabitant,Minasan F
9648,Planet,Lusa North,Rarity,23,Inhabitant,Gredican F
9649,Planet,Lusa North,Rarity,13,Inhabitant,Minasan M
9650,Planet,Lusa South,Rarity,2,Inhabitant,Pampan F
9651,Planet,Lusa North,Rarity,15,Inhabitant,Kitan M
9652,Planet,Lusa North,Rarity,7,Inhabitant,Gredican F
9653,Planet,Lusa South,Rarity,1,Inhabitant,Cristallian F
9654,Planet,Lusa North,Rarity,8,Inhabitant,Cruthan F
9655,Planet,Lusa North,Rarity,8,Inhabitant,Cruthan M
9656,Planet,Lusa South,Rarity,5,Inhabitant,Minasan F
9657,Planet,Lusa North,Rarity,28,Inhabitant,Ozaran F
9658,Planet,Lusa South,Rarity,16,Inhabitant,Sindarin M
9659,Planet,Lusa North,Rarity,3,Inhabitant,Kitan F
9660,Planet,Lusa North,Rarity,3,Inhabitant,Minasan F
9661,Planet,Lusa South,Rarity,4,Inhabitant,Minasan F
9662,Planet,Lusa North,Rarity,17,Inhabitant,Minasan M
9663,Planet,Lusa South,Rarity,16,Inhabitant,Ozaran M
9664,Planet,Lusa North,Rarity,21,Inhabitant,Lusan M
9665,Planet,Lusa North,Rarity,3,Inhabitant,Minasan M
9666,Planet,Lusa South,Rarity,5,Inhabitant,Cruthan F
9667,Planet,Lusa North,Rarity,8,Inhabitant,Pampan F
9668,Planet,Lusa South,Rarity,19,Inhabitant,Ozaran M
9669,Planet,Lusa South,Rarity,14,Inhabitant,Gredican M
9670,Planet,Lusa South,Rarity,4,Inhabitant,Sindarin F
9671,Planet,Lusa North,Rarity,17,Inhabitant,Gredican M
9672,Planet,Lusa North,Rarity,15,Inhabitant,Gredican M
9673,Planet,Lusa South,Rarity,31,Inhabitant,Cristallian F
